Region,Codigo region,Comuna,Codigo comuna,Poblacion,SE7,SE8,SE9,SE10,SE11,SE12,SE13,SE14,SE15,SE16,SE17,SE18,SE19,SE20,SE21,SE22,SE23,SE24,SE25,SE26,SE27,SE28,SE29,SE30,SE31,SE32,SE33,SE34
La Araucania,09,Desconocido Araucania,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,09,Total,,1014343.0,0.0,0.0,1.0,4.0,31.0,216.0,288.0,243.0,197.0,202.0,130.0,99.0,150.0,182.0,295.0,274.0,297.0,282.0,205.0,214.0,192.0,152.0,169.0,262.0,237.0,188.0,108.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Rios,14,Corral,14102,5447.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,4.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Rios,14,Futrono,14202,15261.0,0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,19.0,8.0,15.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Los Rios,14,La Union,14201,39538.0,0,0.0,0.0,0.0,1.0,5.0,8.0,4.0,6.0,9.0,4.0,2.0,1.0,2.0,2.0,6.0,9.0,9.0,8.0,6.0,2.0,4.0,8.0,2.0,4.0,1.0,0.0,0.0
Los Rios,14,Lago Ranco,14203,10292.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Los Rios,14,Lanco,14103,17652.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,3.0,10.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
Los Rios,14,Los Lagos,14104,20518.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,10.0,13.0,22.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Rios,14,Mafil,14105,7389.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,12.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,3.0,2.0,0.0
Los Rios,14,Mariquina,14106,23250.0,0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,7.0,8.0,2.0,1.0,0.0,0.0,0.0
Los Rios,14,Paillaco,14107,20798.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,3.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0
Los Rios,14,Panguipulli,14108,35991.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,8.0,16.0,7.0,8.0,6.0,1.0,6.0,1.0,1.0,1.0,4.0,0.0,0.0
Los Rios,14,Rio Bueno,14204,32925.0,0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,8.0,12.0,4.0,0.0
Los Rios,14,Valdivia,14101,176774.0,0,0.0,0.0,1.0,1.0,25.0,32.0,25.0,19.0,8.0,8.0,4.0,4.0,10.0,30.0,24.0,15.0,25.0,38.0,34.0,29.0,37.0,44.0,25.0,33.0,28.0,20.0,0.0
Los Rios,14,Desconocido Los Rios,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Rios,14,Total,,405835.0,0.0,0.0,0.0,1.0,2.0,40.0,47.0,39.0,29.0,22.0,14.0,11.0,16.0,36.0,91.0,64.0,79.0,98.0,70.0,57.0,41.0,58.0,64.0,45.0,50.0,49.0,27.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Lagos,10,Ancud,10202,42458.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,1.0,21.0,19.0,23.0,10.0,2.0,4.0,3.0,1.0,5.0,0.0,2.0,5.0,3.0,1.0,1.0,0.0,0.0
Los Lagos,10,Calbuco,10102,36744.0,0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,19.0,24.0,24.0,29.0,22.0,22.0,38.0,32.0,14.0,0.0
Los Lagos,10,Castro,10201,47607.0,0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,5.0,1.0,1.0,0.0
Los Lagos,10,Chaiten,10401,5020.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,3.0,0.0
Los Lagos,10,Chonchi,10203,16013.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Cochamo,10103,4006.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0
Los Lagos,10,Curaco de Velez,10204,4066.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Dalcahue,10205,15069.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Los Lagos,10,Fresia,10104,12656.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,5.0,6.0,3.0,4.0,14.0,20.0,17.0,4.0,0.0
Los Lagos,10,Frutillar,10105,20223.0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,7.0,17.0,19.0,27.0,3.0,7.0,15.0,30.0,27.0,23.0,0.0
Los Lagos,10,Futaleufu,10402,2806.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Hualaihue,10403,9525.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0
Los Lagos,10,Llanquihue,10107,18621.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,3.0,11.0,17.0,8.0,14.0,5.0,9.0,36.0,28.0,28.0,10.0,0.0
Los Lagos,10,Los Muermos,10106,17817.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,13.0,7.0,10.0,5.0,7.0,13.0,9.0,23.0,4.0,0.0
Los Lagos,10,Maullin,10108,14894.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,1.0,0.0,0.0,1.0,5.0,7.0,13.0,12.0,19.0,19.0,7.0,0.0
Los Lagos,10,Osorno,10301,173410.0,0,0.0,0.0,0.0,4.0,59.0,104.0,63.0,36.0,18.0,15.0,20.0,14.0,8.0,21.0,34.0,41.0,34.0,27.0,11.0,28.0,46.0,60.0,67.0,112.0,112.0,54.0,0.0
Los Lagos,10,Palena,10404,1827.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Los Lagos,10,Puerto Montt,10101,269398.0,0,0.0,0.0,1.0,2.0,14.0,18.0,11.0,3.0,5.0,2.0,2.0,9.0,19.0,59.0,64.0,73.0,108.0,119.0,149.0,212.0,280.0,308.0,449.0,384.0,282.0,143.0,0.0
Los Lagos,10,Puerto Octay,10302,9192.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,18.0,9.0,4.0,0.0
Los Lagos,10,Puerto Varas,10109,48620.0,0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,4.0,7.0,8.0,22.0,10.0,9.0,16.0,8.0,13.0,19.0,21.0,57.0,32.0,10.0,0.0
Los Lagos,10,Puqueldon,10206,4201.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Purranque,10303,21080.0,0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,5.0,1.0,2.0,3.0,1.0,6.0,13.0,22.0,2.0,0.0,2.0,0.0,5.0,0.0,7.0,0.0,14.0,11.0,15.0,0.0
Los Lagos,10,Puyehue,10304,11787.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,6.0,4.0,0.0
Los Lagos,10,Queilen,10207,5543.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Quellon,10208,29309.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Los Lagos,10,Quemchi,10209,8783.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Quinchao,10210,8298.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Los Lagos,10,Rio Negro,10305,14275.0,0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,6.0,1.0,4.0,5.0,4.0,3.0,0.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,6.0,7.0,2.0,0.0
Los Lagos,10,San Juan de la Costa,10306,7639.0,0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,6.0,7.0,2.0,5.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,3.0,2.0,0.0
Los Lagos,10,San Pablo,10307,10553.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,0.0
Los Lagos,10,Desconocido Los Lagos,,,0,0.0,0.0,0.0,9.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Lagos,10,Total,,891440.0,0.0,0.0,0.0,1.0,16.0,91.0,144.0,117.0,60.0,43.0,35.0,53.0,65.0,81.0,134.0,149.0,155.0,199.0,231.0,264.0,352.0,414.0,477.0,682.0,760.0,613.0,306.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aysen,11,Aysen,11201,25002.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,5.0,3.0,3.0,11.0,9.0,5.0,5.0,9.0,2.0,0.0
Aysen,11,Chile Chico,11401,5121.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aysen,11,Cisnes,11202,5828.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aysen,11,Cochrane,11301,3685.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aysen,11,Coyhaique,11101,61210.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,2.0,4.0,9.0,0.0,2.0,0.0,2.0,4.0,1.0,0.0,0.0
Aysen,11,Guaitecas,11203,1599.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Aysen,11,Lago Verde,11102,920.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aysen,11,OHiggins,11302,661.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aysen,11,Rio Ibanez,11402,2699.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aysen,11,Tortel,11303,572.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aysen,11,Desconocido Aysen,,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aysen,11,Total,,107297.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,3.0,4.0,9.0,12.0,3.0,13.0,9.0,7.0,9.0,11.0,2.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magallanes y la Antartica,12,Antartica,12202,137.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magallanes y la Antartica,12,Cabo de Hornos,12201,1983.0,0,0.0,0.0,0.0,2.0,6.0,4.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magallanes y la Antartica,12,Laguna Blanca,12102,264.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magallanes y la Antartica,12,Natales,12401,23782.0,0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,5.0,17.0,7.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0
Magallanes y la Antartica,12,Porvenir,12301,7323.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0
Magallanes y la Antartica,12,Primavera,12302,694.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Magallanes y la Antartica,12,Punta Arenas,12101,141984.0,0,0.0,0.0,2.0,5.0,66.0,121.0,146.0,154.0,132.0,85.0,108.0,83.0,52.0,51.0,24.0,36.0,122.0,83.0,64.0,44.0,73.0,59.0,110.0,160.0,227.0,169.0,0.0
Magallanes y la Antartica,12,Rio Verde,12103,211.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magallanes y la Antartica,12,San Gregorio,12104,681.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magallanes y la Antartica,12,Timaukel,12303,282.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magallanes y la Antartica,12,Torres del Paine,12402,1021.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magallanes y la Antartica,12,Desconocido Magallanes,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magallanes y la Antartica,12,Total,,178362.0,0.0,0.0,0.0,2.0,8.0,75.0,130.0,148.0,164.0,135.0,85.0,110.0,87.0,54.0,54.0,24.0,36.0,123.0,88.0,82.0,51.0,75.0,60.0,111.0,160.0,238.0,177.0,0.0
